step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1,PAYMENT,7541.47,C1175418534,14060.77,6519.3,M1442038800,0.0,0.0,0,0
1,CASH_IN,360997.83,C716972621,1701536.27,2062534.09,C985934102,1323331.91,971418.91,0,0
1,CASH_OUT,235238.66,C1499825229,235238.66,0.0,C2100440237,0.0,235238.66,1,0
1,TRANSFER,191177.92,C1460126155,0.0,0.0,C716083600,1749950.57,2444985.19,0,0
1,CASH_OUT,607616.73,C1267042315,0.0,0.0,C1286084959,1359923.49,2107778.11,0,0
1,CASH_IN,143148.97,C1824322115,4502611.13,4645760.1,C1170794006,4547209.8,22190.99,0,0
1,CASH_IN,65525.9,C1401737458,6129312.4,6194838.3,C812586739,129627.65,122027.28,0,0
1,PAYMENT,660.52,C755328698,35451.0,34790.48,M7548983,0.0,0.0,0,0
1,PAYMENT,3620.25,C2094115865,22956.58,19336.33,M49547843,0.0,0.0,0,0
1,CASH_IN,216806.48,C2008547236,6157737.0,6374543.48,C564160838,1497580.45,1254956.07,0,0
1,CASH_OUT,146534.96,C333879495,21114.0,0.0,C1112414583,0.0,67762.92,0,0
1,PAYMENT,982.67,C1123166613,11340.0,10357.33,M1765690649,0.0,0.0,0,0
1,PAYMENT,1915.43,C822087264,11450.0,9534.57,M30699728,0.0,0.0,0,0
1,PAYMENT,525.89,C174245837,8496.61,7970.72,M124132186,0.0,0.0,0,0
1,CASH_IN,168451.53,C501036152,30040.03,198491.56,C1831477404,707354.01,247063.16,0,0
1,PAYMENT,4416.9,C425275537,0.0,0.0,M1564078808,0.0,0.0,0,0
1,TRANSFER,710544.77,C835773569,0.0,0.0,C1359044626,738531.5,16518.36,0,0
1,PAYMENT,16859.52,C138933223,0.0,0.0,M1774897456,0.0,0.0,0,0
1,PAYMENT,8491.9,C795748540,0.0,0.0,M2081000371,0.0,0.0,0,0
1,CASH_IN,57323.56,C1340057206,4910403.44,4967726.99,C660143728,99774.27,42450.71,0,0
1,PAYMENT,1220.37,C1174881426,159791.0,158570.63,M14124949,0.0,0.0,0,0
2,PAYMENT,6466.5,C1179244298,14990.0,8523.5,M1564688538,0.0,0.0,0,0
2,TRANSFER,1339661.93,C283492252,0.0,0.0,C1899073220,3043311.43,3208966.39,0,0
2,PAYMENT,4691.54,C65894433,20682.0,15990.46,M1002406942,0.0,0.0,0,0
2,CASH_OUT,60214.51,C182584006,10914.66,0.0,C1870252780,7355970.28,7416184.79,0,0
2,CASH_OUT,14949.84,C395257482,14949.84,0.0,C1032986144,18161.79,33111.63,1,0
2,PAYMENT,2290.0,C989321301,268569.12,266279.12,M1996787860,0.0,0.0,0,0
2,CASH_IN,502911.34,C1828438007,11722970.49,12225881.83,C1870252780,7801053.3,7103899.5,0,0
2,CASH_IN,156690.67,C669132924,6228216.45,6384907.12,C1360767589,1155321.27,1099502.6,0,0
2,CASH_OUT,36361.34,C392795843,26136.14,0.0,C1850180796,1046974.06,1187114.17,0,0
2,CASH_IN,252555.37,C778484786,7102337.86,7354893.23,C11003494,10516859.72,10155564.02,0,0
2,PAYMENT,2280.09,C1698746141,170574.82,168294.74,M248050873,0.0,0.0,0,0
2,PAYMENT,8216.87,C185939155,90210.24,81993.37,M1014278669,0.0,0.0,0,0
2,PAYMENT,12475.89,C263233676,5483.37,0.0,M531576940,0.0,0.0,0,0
2,CASH_OUT,18627.02,C175961135,18627.02,0.0,C1711105800,147251.58,165878.6,1,0
2,TRANSFER,18627.02,C1375503918,18627.02,0.0,C234430897,0.0,0.0,1,0
2,PAYMENT,6328.21,C634991000,9009.0,2680.79,M607578671,0.0,0.0,0,0
2,PAYMENT,2897.59,C548108014,13002.91,10105.32,M1214032527,0.0,0.0,0,0
2,CASH_IN,85917.73,C1530560245,8185194.94,8271112.67,C459857341,387263.02,360326.58,0,0
2,PAYMENT,46256.91,C1082640380,969.51,0.0,M831285461,0.0,0.0,0,0
2,TRANSFER,14949.84,C140702728,14949.84,0.0,C634210724,0.0,0.0,1,0
2,CASH_OUT,963532.14,C430329518,963532.14,0.0,C991505714,132382.57,1095914.71,1,0
2,TRANSFER,963532.14,C1440057381,963532.14,0.0,C268086000,0.0,0.0,1,0
2,CASH_OUT,1096187.24,C77163673,1096187.24,0.0,C644345897,0.0,1096187.24,1,0
2,PAYMENT,688.58,C1217347025,51384.0,50695.42,M34150451,0.0,0.0,0,0
2,CASH_IN,188118.26,C1963590892,11126712.23,11126712.23,C769342184,11126712.23,12458650.93,0,0
2,TRANSFER,1096187.24,C1093223281,1096187.24,0.0,C2063275841,0.0,0.0,1,0
2,CASH_IN,232769.1,C819680566,12225881.83,12458650.93,C2134357721,415675.3,182906.2,0,0
2,PAYMENT,8024.95,C859604881,90957.0,82932.05,M1812861879,0.0,0.0,0,0
2,CASH_OUT,189592.17,C2074826904,34683.47,0.0,C97730845,9178122.36,9367714.52,0,0
2,CASH_IN,48513.85,C1607277663,9634932.72,9683446.56,C2134357721,464189.15,182906.2,0,0
2,TRANSFER,217743.76,C2020935882,0.0,0.0,C644345897,1096187.24,1313931.0,0,0
2,CASH_OUT,235419.91,C689213488,13365.07,0.0,C998351292,703391.88,1097218.45,0,0
2,PAYMENT,12542.66,C974631651,0.0,0.0,M1578365270,0.0,0.0,0,0
2,PAYMENT,14229.35,C1797112335,184804.18,170574.82,M1175662879,0.0,0.0,0,0
2,PAYMENT,3779.27,C496556704,125959.0,122179.73,M1890097328,0.0,0.0,0,0
2,DEBIT,1046.5,C1398479590,216.0,0.0,C655381473,352750.76,280487.56,0,0
2,CASH_OUT,259448.64,C134943275,0.0,0.0,C481402298,440606.35,617488.4,0,0
2,PAYMENT,2391.38,C1232948374,38902.0,36510.62,M879924346,0.0,0.0,0,0
2,PAYMENT,18782.2,C1756587746,0.0,0.0,M762628123,0.0,0.0,0,0
2,CASH_IN,77711.94,C1264966132,7498562.89,7576274.83,C990398217,84480.17,6768.24,0,0
2,PAYMENT,4865.12,C1130656047,5939.0,1073.88,M461001437,0.0,0.0,0,0
2,DEBIT,3106.9,C296954388,100.0,0.0,C2134357721,461082.25,182906.2,0,0
3,PAYMENT,2726.77,C1149217113,696.0,0.0,M1045250282,0.0,0.0,0,0
3,TRANSFER,10539.37,C1134864869,10539.37,0.0,C118648358,0.0,0.0,1,0
3,CASH_OUT,22877.0,C2126545173,22877.0,0.0,C573200870,0.0,22877.0,1,0
3,TRANSFER,22877.0,C1247938090,22877.0,0.0,C1002031672,0.0,0.0,1,0
3,CASH_OUT,10539.37,C1984954272,10539.37,0.0,C124540047,0.0,10539.37,1,0
3,DEBIT,5204.2,C94500728,94612.96,89408.76,C558216562,5227.86,10432.07,0,0
3,PAYMENT,12895.72,C1442883034,55794.32,42898.6,M1427892726,0.0,0.0,0,0
3,CASH_IN,23641.67,C1911008699,4574085.49,4597727.16,C1850042097,308871.37,285229.7,0,0
3,PAYMENT,22415.68,C856937591,31164.0,8748.32,M741095751,0.0,0.0,0,0
3,PAYMENT,1558.6,C894746048,10937.76,9379.15,M976949492,0.0,0.0,0,0
3,CASH_OUT,72791.13,C1388958672,8311.57,0.0,C1750905143,282014.16,354805.29,0,0
3,CASH_IN,326468.84,C1615668218,5109989.47,5436458.31,C1789550256,3822931.57,2943614.6,0,0
3,PAYMENT,15323.44,C1940311161,9083.0,0.0,M1515016092,0.0,0.0,0,0
3,PAYMENT,8269.29,C1186127045,94256.0,85986.71,M604976394,0.0,0.0,0,0
3,CASH_OUT,14979.83,C1613729684,25099.3,10119.47,C991505714,1051654.28,1066634.1,0,0
3,CASH_IN,20997.64,C1375297293,3432302.88,3453300.52,C665576141,7686896.3,6818933.6,0,0
3,DEBIT,3117.69,C21063905,70363.0,67245.31,C1122118227,13057708.52,13060826.21,0,0
3,CASH_OUT,48267.2,C1877317084,20023.71,0.0,C40075281,63728.76,111995.96,0,0
4,TRANSFER,13707.11,C17222024,13707.11,0.0,C410033330,0.0,0.0,1,0
4,CASH_OUT,169941.73,C2026325575,169941.73,0.0,C1394526584,0.0,169941.73,1,0
4,TRANSFER,169941.73,C540962910,169941.73,0.0,C2127862399,0.0,0.0,1,0
4,CASH_OUT,2930418.44,C2044690596,2930418.44,0.0,C932583850,3616012.1,6963508.84,1,0
4,TRANSFER,2930418.44,C2047521920,2930418.44,0.0,C449261773,0.0,0.0,1,0
4,PAYMENT,4953.63,C1348283308,0.0,0.0,M1290584410,0.0,0.0,0,0
4,CASH_OUT,10000000.0,C351297720,10000000.0,0.0,C766681183,0.0,9941904.21,1,0
4,CASH_OUT,6701.1,C936432499,105415.71,98714.61,C2134357721,398660.23,50620.17,0,0
4,PAYMENT,423.65,C778925754,196.0,0.0,M581359452,0.0,0.0,0,0
4,TRANSFER,1137763.15,C817092761,0.0,0.0,C728526866,5500286.37,6671931.33,0,0
4,TRANSFER,11218.84,C621197441,49697.0,38478.16,C1292838001,29479.34,40698.18,0,0
4,PAYMENT,6735.16,C426123784,361.28,0.0,M560734926,0.0,0.0,0,0
4,CASH_IN,80199.62,C1024478363,3478750.66,3558950.28,C2083562754,2051802.27,2748383.99,0,0
4,CASH_IN,156238.83,C72893188,9459.95,165698.79,C1860564101,205472.0,44954.99,0,0
4,CASH_IN,76928.78,C1909807998,5065046.28,5141975.06,C1782113663,1433518.61,1356589.82,0,0
4,TRANSFER,1027611.05,C1901272535,0.0,0.0,C1286084959,1620402.08,2648013.13,0,0
4,PAYMENT,1800.83,C2125625192,7548.03,5747.2,M1634319881,0.0,0.0,0,0
4,CASH_OUT,153161.06,C1222908765,0.0,0.0,C146305349,191280.7,344441.76,0,0
4,PAYMENT,2946.8,C1791253516,4913.0,1966.2,M303638020,0.0,0.0,0,0
4,CASH_OUT,86070.17,C1699873763,86070.17,0.0,C560041895,0.0,86070.17,1,0
4,PAYMENT,1948.05,C1483522397,11408.0,9459.95,M1820545559,0.0,0.0,0,0
4,CASH_IN,237485.8,C3804010,4467047.21,4704533.02,C97730845,11718222.77,12946583.44,0,0
4,TRANSFER,86070.17,C1844941220,86070.17,0.0,C1191544932,0.0,0.0,1,0
4,CASH_OUT,13707.11,C556223230,13707.11,0.0,C2094777811,0.0,13707.11,1,0
4,TRANSFER,10000000.0,C7162498,12930418.44,2930418.44,C945327594,0.0,0.0,1,0
4,PAYMENT,27032.59,C326362094,26148.87,0.0,M391928890,0.0,0.0,0,0
4,PAYMENT,3011.78,C2120344156,21044.0,18032.22,M1633530712,0.0,0.0,0,0
5,TRANSFER,60726.57,C383882703,60726.57,0.0,C1807010830,0.0,0.0,1,0
5,CASH_IN,166437.13,C1545982161,968581.39,1135018.52,C1413871034,177248.23,10811.1,0,0
5,PAYMENT,3003.85,C1607566361,24000.0,20996.15,M982054651,0.0,0.0,0,0
5,DEBIT,2746.99,C1472659178,453426.0,450679.01,C1826334428,45730.94,48477.94,0,0
5,TRANSFER,120074.73,C1409933277,120074.73,0.0,C162114152,0.0,0.0,1,0
5,CASH_IN,138641.99,C159791010,7096960.77,7235602.76,C1680630881,159603.0,11865.12,0,0
5,PAYMENT,1754.73,C1767994579,42560.0,40805.27,M1718705321,0.0,0.0,0,0
5,PAYMENT,774.62,C35539019,157645.0,156870.38,M421481829,0.0,0.0,0,0
5,PAYMENT,2161.3,C985702731,1830.0,0.0,M244788961,0.0,0.0,0,0
5,CASH_OUT,10119.47,C213063852,10119.47,0.0,C922511709,0.0,10119.47,1,0
5,PAYMENT,11936.0,C1102782217,189445.88,177509.88,M882838692,0.0,0.0,0,0
5,CASH_OUT,122729.64,C1567135053,0.0,0.0,C248609774,6393139.71,6739716.03,0,0
5,DEBIT,1382.4,C995621141,8684.0,7301.6,C598551831,58269.88,46515.29,0,0
5,PAYMENT,4103.27,C1852212002,217.0,0.0,M1978560393,0.0,0.0,0,0
5,PAYMENT,1550.75,C2111069331,91303.0,89752.25,M927690291,0.0,0.0,0,0
5,CASH_OUT,120074.73,C1174000532,120074.73,0.0,C410033330,0.0,120074.73,1,0
5,PAYMENT,6079.77,C819790006,18273.0,12193.23,M1180105925,0.0,0.0,0,0
5,PAYMENT,1859.1,C1265178129,115860.0,114000.9,M962221884,0.0,0.0,0,0
5,TRANSFER,10119.47,C1775746074,10119.47,0.0,C746009679,0.0,0.0,1,0
5,PAYMENT,4205.98,C1054334320,8594.52,4388.54,M1866142672,0.0,0.0,0,0
5,CASH_OUT,60726.57,C840095827,60726.57,0.0,C803116137,13010502.78,13071229.35,1,0
5,PAYMENT,195.22,C1149650230,11128.0,10932.78,M1163871363,0.0,0.0,0,0
5,PAYMENT,2305.22,C1880959833,15510.28,13205.07,M429462686,0.0,0.0,0,0
6,TRANSFER,267962.57,C1670196451,0.0,0.0,C1675375648,347164.0,271152.52,0,0
6,CASH_IN,283889.0,C890867107,14912.85,298801.86,C1335946878,582433.46,828787.26,0,0
6,PAYMENT,12989.69,C1623510827,866.0,0.0,M2000880842,0.0,0.0,0,0
6,PAYMENT,17456.35,C760159709,16877.0,0.0,M1531478195,0.0,0.0,0,0
6,PAYMENT,6469.74,C1005591041,126.0,0.0,M698133256,0.0,0.0,0,0
6,TRANSFER,340473.03,C731827461,0.0,0.0,C1838584624,6371590.62,8245234.16,0,0
6,PAYMENT,12743.43,C423207828,26373.0,13629.57,M237789822,0.0,0.0,0,0
6,PAYMENT,24258.1,C247576438,394.0,0.0,M775635860,0.0,0.0,0,0
6,PAYMENT,8667.21,C14181307,0.0,0.0,M1995167125,0.0,0.0,0,0
6,PAYMENT,5711.32,C14818675,77124.71,71413.38,M2051550010,0.0,0.0,0,0
6,PAYMENT,1537.12,C1583878295,22494.0,20956.88,M354980344,0.0,0.0,0,0
6,PAYMENT,917.06,C836498875,27299.81,26382.75,M521786403,0.0,0.0,0,0
6,PAYMENT,3628.1,C859137638,6013.0,2384.9,M983073433,0.0,0.0,0,0
6,PAYMENT,20669.8,C199329503,62022.0,41352.2,M740654090,0.0,0.0,0,0
6,PAYMENT,10088.16,C61710314,11501.0,1412.84,M1433290120,0.0,0.0,0,0
6,CASH_OUT,17246.0,C1484518113,17246.0,0.0,C978609035,0.0,17246.0,1,0
6,TRANSFER,831878.75,C1583532569,0.0,0.0,C1880332929,9510376.87,11423976.98,0,0
6,PAYMENT,5335.39,C1857031358,26813.0,21477.61,M1961147937,0.0,0.0,0,0
6,PAYMENT,11342.04,C60924092,0.0,0.0,M902894836,0.0,0.0,0,0
6,CASH_OUT,33332.86,C685428529,33332.86,0.0,C1626759869,31002.0,0.0,1,0
6,TRANSFER,33332.86,C2025652936,33332.86,0.0,C1662235713,0.0,0.0,1,0
6,TRANSFER,564301.75,C1140430871,0.0,0.0,C803116137,13071229.35,15517661.96,0,0
6,CASH_IN,164319.6,C447059608,6323635.24,6487954.84,C909295153,7197445.9,9197383.11,0,0
6,PAYMENT,3788.69,C1618043679,33170.0,29381.31,M748761773,0.0,0.0,0,0
6,TRANSFER,641213.85,C1229342812,0.0,0.0,C1838584624,6712063.65,8245234.16,0,0
6,CASH_OUT,132163.7,C121286266,0.0,0.0,C1538745405,414060.56,546224.26,0,0
6,TRANSFER,26768.5,C457596841,26768.5,0.0,C1956477953,0.0,0.0,1,0
6,CASH_OUT,25975.86,C1004271827,25975.86,0.0,C451934410,98152.0,28041.27,1,0
6,TRANSFER,25975.86,C864622150,25975.86,0.0,C41792607,0.0,0.0,1,0
6,PAYMENT,10421.18,C83340805,160520.0,150098.82,M505671182,0.0,0.0,0,0
6,PAYMENT,30168.17,C1407280813,17790.89,0.0,M817902707,0.0,0.0,0,0
6,PAYMENT,11483.48,C1410894140,278208.67,266725.19,M582627504,0.0,0.0,0,0
6,PAYMENT,44660.63,C1204785709,0.0,0.0,M1801753119,0.0,0.0,0,0
6,PAYMENT,12757.0,C349708076,478.0,0.0,M1574138492,0.0,0.0,0,0
6,CASH_OUT,30521.02,C1813769162,30521.02,0.0,C1249547869,0.0,30521.02,1,0
6,CASH_IN,21865.49,C1631018495,12110856.37,12132721.86,C1778801068,7468357.55,8680195.01,0,0
6,CASH_OUT,400794.34,C757788974,0.0,0.0,C991363637,7297266.51,7526564.89,0,0
6,CASH_OUT,26768.5,C682812632,26768.5,0.0,C256417920,101976.0,128744.5,1,0
6,PAYMENT,11473.98,C1656825247,22479.0,11005.02,M836432020,0.0,0.0,0,0
6,TRANSFER,216422.0,C666642000,216422.0,0.0,C1315078366,0.0,0.0,1,0
6,CASH_OUT,216422.0,C1547714604,216422.0,0.0,C7881234,10097.0,48630.5,1,0
6,PAYMENT,14883.76,C1512060385,0.0,0.0,M1308079276,0.0,0.0,0,0
6,TRANSFER,17246.0,C1034673425,17246.0,0.0,C1379589736,0.0,101717.84,1,0
6,CASH_OUT,17320.91,C436661284,17320.91,0.0,C522173599,6244.44,0.0,1,0
6,TRANSFER,17320.91,C788790720,17320.91,0.0,C1589547066,0.0,0.0,1,0
6,PAYMENT,2125.09,C473030237,114.0,0.0,M2055183685,0.0,0.0,0,0
6,TRANSFER,10224.0,C365589282,10224.0,0.0,C908043384,0.0,0.0,1,0
6,CASH_OUT,10224.0,C1284098442,10224.0,0.0,C801412408,0.0,10224.0,1,0
6,TRANSFER,85354.69,C558400671,85354.69,0.0,C527482085,0.0,0.0,1,0
6,CASH_OUT,85354.69,C158801009,85354.69,0.0,C382431057,11170.0,10612.55,1,0
6,CASH_OUT,13704.0,C1421965867,13704.0,0.0,C1438594533,3382.84,143675.35,1,0
6,TRANSFER,13704.0,C1735554279,13704.0,0.0,C12793273,0.0,1658746.09,1,0
6,CASH_IN,115359.35,C337557595,4124593.17,4239952.52,C1670989986,320843.0,117034.28,0,0
6,TRANSFER,10565.0,C777407608,10565.0,0.0,C1790657739,0.0,0.0,1,0
6,CASH_OUT,419260.55,C1174724689,0.0,0.0,C453211571,5531173.1,5950433.65,0,0
6,CASH_OUT,10565.0,C1191732945,10565.0,0.0,C418964192,36275.0,24380.72,1,0
6,TRANSFER,30521.02,C903383636,30521.02,0.0,C904300960,0.0,0.0,1,0
6,PAYMENT,11218.96,C1684572536,14802.0,3583.04,M1297242263,0.0,0.0,0,0
6,PAYMENT,10219.4,C1877334646,0.0,0.0,M2010734170,0.0,0.0,0,0
6,PAYMENT,13560.97,C626071701,20336.0,6775.03,M59725469,0.0,0.0,0,0
6,CASH_IN,259049.85,C966910438,2611623.56,2870673.41,C798678484,1332057.89,2084795.89,0,0
6,CASH_IN,170656.02,C638582764,3765819.34,3936475.35,C638590716,299585.75,333751.15,0,0
6,CASH_OUT,275905.67,C1325322464,0.0,0.0,C453211571,5469643.8,5950433.65,0,0
6,PAYMENT,3850.05,C504973670,0.0,0.0,M369444529,0.0,0.0,0,0
6,CASH_IN,174123.67,C838733029,5584561.41,5758685.08,C1721246982,867492.02,1515372.59,0,0
6,PAYMENT,11393.18,C1587454848,31119.72,19726.54,M508619583,0.0,0.0,0,0
6,CASH_IN,111460.82,C1346532545,2468614.51,2580075.33,C824197891,202786.0,91325.18,0,0
6,PAYMENT,4044.24,C848490487,0.0,0.0,M43951584,0.0,0.0,0,0
6,PAYMENT,10854.35,C1399147309,9054.0,0.0,M1169338605,0.0,0.0,0,0
6,TRANSFER,106174.75,C1375428582,10563.0,0.0,C1058634310,25053.73,131228.48,0,0
6,PAYMENT,9518.37,C876044393,0.0,0.0,M163843907,0.0,0.0,0,0
6,PAYMENT,18083.03,C1367775958,9575.0,0.0,M665390309,0.0,0.0,0,0
6,CASH_OUT,71868.61,C1886891676,21731.33,0.0,C408553489,133096.0,5005.78,0,0
6,PAYMENT,206.66,C1865470187,6791.09,6584.43,M587108575,0.0,0.0,0,0
7,TRANSFER,164.0,C1455969984,164.0,0.0,C2119910556,0.0,0.0,1,0
7,CASH_OUT,5460002.91,C1588880909,5460002.91,0.0,C1570256460,0.0,9281535.44,1,0
7,CASH_OUT,39554.84,C641649995,0.0,0.0,C1998750048,52256.0,553336.6,0,0
7,PAYMENT,3023.71,C1699832094,39174.0,36150.29,M693939037,0.0,0.0,0,0
7,PAYMENT,7909.07,C1156231600,0.0,0.0,M1177013603,0.0,0.0,0,0
7,PAYMENT,5428.2,C1534942922,332887.03,327458.82,M1386474403,0.0,0.0,0,0
7,PAYMENT,5585.31,C84093742,91629.46,86044.14,M1833824722,0.0,0.0,0,0
7,CASH_IN,201011.68,C1351269492,2494724.15,2695735.83,C1674899618,6153407.58,10006403.16,0,0
7,TRANSFER,181896.67,C685573007,37999.0,0.0,C705265015,0.0,460050.16,0,0
